id,brand_id,country_code,product_name,normalized_product_name,franchise,model,version,sku,style_code,launch_date,lifecycle_stage,category,subcategory,sport,activity,use_case,gender,age_segment,performance_vs_lifestyle,consumer_segment,msrp,price_band,url,image_url,description,enrichment_version
11,1,AR,Nike Mercurial Vapor 16 Elite FG,nike mercurial vapor 16 elite fg,Mercurial,Mercurial Vapor,16,MERCURIAL-011,464X4457-702,2026-04-28,,footwear,firm ground boot,football,football 11,football,men,adult,performance,amateur footballer,380000.0,,https://www.nike.com.ar/p/nike-mercurial-vapor-16-elite-fg,https://cdn.demo-intel.local/img/nike-mercurial-vapor-16-elite-fg.jpg,"Botín de velocidad con placa Air Zoom en el antepié y upper Vaporposite+ texturizado para control a alta velocidad. La suela de tacos mixtos está diseñada para aceleraciones y cambios de dirección en piso firme. Calce ajustado tipo segunda piel, típico de la línea Vapor.",
12,1,AR,Nike Phantom GX 2 Elite FG,nike phantom gx 2 elite fg,Phantom,Phantom GX,2,PHANTOM-012,575H3834-927,2025-02-14,,footwear,firm ground boot,football,football 11,football,men,adult,performance,amateur footballer,340000.0,,https://www.nike.com.ar/p/nike-phantom-gx-2-elite-fg,https://cdn.demo-intel.local/img/nike-phantom-gx-2-elite-fg.jpg,Botín de control con zona Gripknit tratada para agarre del balón en pases y remates con efecto. La lengüeta asimétrica amplía la superficie limpia de contacto y la suela combina tacos cónicos y de cuchilla. Orientado a creadores de juego más que a extremos puros.,
13,1,AR,Nike Metcon 9,nike metcon 9,Metcon,Metcon,9,METCON-013,903B7263-685,2024-10-01,,footwear,training,training,gym,gym/training,unisex,adult,performance,fitness enthusiast,270000.0,,https://www.nike.com.ar/p/nike-metcon-9,https://cdn.demo-intel.local/img/nike-metcon-9.jpg,Zapatilla de entrenamiento funcional con placa Hyperlift ampliada en el talón para sentadillas y levantamientos. Los paneles de goma en el arco resisten el rope climb y la base plana da estabilidad bajo carga. Amortigua lo justo para tramos cortos de carrera dentro del WOD.,
14,1,AR,Nike Free Run 5.0,nike free run 5.0,Free Run,Free Run,5.0,FREE-RUN-014,161B4204-370,,,footwear,training,training,gym,gym/training,men,adult,hybrid,fitness enthusiast,210000.0,,https://www.nike.com.ar/p/nike-free-run-5-0,https://cdn.demo-intel.local/img/nike-free-run-5-0.jpg,"Entresuela con ranuras Free profundas que se abren y cierran para permitir un movimiento cercano al pie descalzo. Drop bajo y upper elástico liviano para trabajo de fuerza, movilidad y trotes cortos. No está pensada para kilometraje alto en asfalto.",
15,1,AR,Nike Motiva,nike motiva,Motiva,Motiva,,MOTIVA-015,353F5297-426,2026-01-20,,footwear,walking,walking,walking,walking,women,adult,hybrid,urban casual,250000.0,,https://www.nike.com.ar/p/nike-motiva,https://cdn.demo-intel.local/img/nike-motiva.jpg,Diseñada específicamente para caminata: suela con geometría de olas y rocker suave que acompaña el rodado del pie desde el talón hasta el dedo gordo. Entresuela ReactX de perfil alto con recorte lateral flexible. Pensada para jornadas largas de pie y trote muy suave.,
16,4,AR,ASICS Novablast 5,asics novablast 5,Novablast,Novablast,5,NOVABLAST-016,216D3251-608,2026-04-25,,footwear,high cushioning,running,road running,daily running,unisex,adult,performance,recreational runner,300000.0,,https://www.asics.com.ar/p/asics-novablast-5,https://cdn.demo-intel.local/img/asics-novablast-5.jpg,Entrenador diario divertido y rebotón: espuma FF Blast MAX con geometría de trampolín en la entresuela que devuelve energía en cada pisada. El recorte central de la suela alivia peso sin resignar amortiguación. Sirve tanto para rodaje suave como para cambios de ritmo.,
17,4,AR,ASICS Gel-Nimbus 26,asics gel-nimbus 26,Gel-Nimbus,Gel-Nimbus,26,GEL-NIMBUS-017,803R3598-753,2025-01-10,,footwear,high cushioning,running,road running,daily running,unisex,adult,performance,recreational runner,380000.0,,https://www.asics.com.ar/p/asics-gel-nimbus-26,https://cdn.demo-intel.local/img/asics-gel-nimbus-26.jpg,Máxima amortiguación neutra con FF Blast PLUS ECO y gel PureGEL en el talón para suavizar el impacto inicial. El upper de punto ingenierizado y el cuello acolchado priorizan confort sobre sujeción agresiva. Es la referencia de rodaje largo cómodo en la línea ASICS.,
18,4,AR,ASICS Gel-Kayano 31,asics gel-kayano 31,Gel-Kayano,Gel-Kayano,31,GEL-KAYANO-018,446X3409-711,2025-02-20,,footwear,stability,running,road running,daily running,unisex,adult,performance,recreational runner,400000.0,,https://www.asics.com.ar/p/asics-gel-kayano-31,https://cdn.demo-intel.local/img/asics-gel-kayano-31.jpg,Estabilidad moderna sin barra rígida: el sistema 4D Guidance System endurece progresivamente la pared interna sólo cuando el pie colapsa. Entresuela de FF Blast PLUS ECO con PureGEL para amortiguación suave. Apuntada a corredores pronadores con volumen semanal alto.,
19,4,AR,ASICS Gel-Cumulus 26,asics gel-cumulus 26,Gel-Cumulus,Gel-Cumulus,26,GEL-CUMULUS-019,968D5116-745,2024-11-10,,footwear,neutral cushioning,running,road running,daily running,unisex,adult,performance,recreational runner,270000.0,,https://www.asics.com.ar/p/asics-gel-cumulus-26,https://cdn.demo-intel.local/img/asics-gel-cumulus-26.jpg,"Entrenador diario neutro y equilibrado, con FF Blast PLUS y gel en el talón para una pisada previsible. Menos stack y menos precio que el Nimbus, manteniendo el confort para rodajes de media distancia. Buena opción de primera zapatilla estructurada.",
20,4,AR,ASICS Gel-Trabuco 12,asics gel-trabuco 12,Gel-Trabuco,Gel-Trabuco,12,GEL-TRABUCO-020,164A3717-511,2025-04-02,,footwear,trail,running,trail running,trail running,unisex,adult,performance,recreational runner,330000.0,,https://www.asics.com.ar/p/asics-gel-trabuco-12,https://cdn.demo-intel.local/img/asics-gel-trabuco-12.jpg,Zapatilla de trail versátil con suela ASICSGRIP de tacos de 4 mm para barro y roca húmeda. Entresuela FF Blast con gel en talón y placa de roca parcial que protege sin endurecer el pisado. Upper con refuerzos y drenaje para cruces de agua.,
21,4,AR,ASICS Gel-Resolution 9,asics gel-resolution 9,Gel-Resolution,Gel-Resolution,9,GEL-RESOLUTI-021,555M3010-827,2024-07-18,,footwear,tennis,tennis,tennis court,tennis,men,adult,performance,court athlete,340000.0,,https://www.asics.com.ar/p/asics-gel-resolution-9,https://cdn.demo-intel.local/img/asics-gel-resolution-9.jpg,"Zapatilla de tenis para jugadores de fondo con DYNAWALL en el mediopié que frena la torsión en deslizamientos laterales. Suela AHAR+ con garantía de durabilidad en polvo de ladrillo y cemento. Calce firme y bajo, orientado a estabilidad más que a liviandad.",
22,2,AR,Adidas Supernova Rise 2,adidas supernova rise 2,Supernova,Supernova,Rise 2,SUPERNOVA-022,163J1987-179,2026-05-20,,footwear,high cushioning,running,road running,daily running,unisex,adult,performance,recreational runner,260000.0,,https://www.adidas.com.ar/p/adidas-supernova-rise-2,https://cdn.demo-intel.local/img/adidas-supernova-rise-2.jpg,Entrenador diario accesible con espuma Dreamstrike+ y el sistema Support Rods que guía la pisada sin endurecer la entresuela. Perfil amortiguado y estable para corredores que suman kilómetros de a poco. Upper de malla reciclada con refuerzo en el talón.,
23,2,AR,Adidas Ultraboost 5,adidas ultraboost 5,Ultraboost,Ultraboost,5,ULTRABOOST-023,390S7217-681,2025-01-15,,footwear,high cushioning,running,road running,daily running,unisex,adult,hybrid,urban casual,380000.0,,https://www.adidas.com.ar/p/adidas-ultraboost-5,https://cdn.demo-intel.local/img/adidas-ultraboost-5.jpg,Entresuela llena de cápsulas Boost con jaula Linear Energy Push que rigidiza el antepié y mejora la transición. Upper Primeknit elástico y suela Continental Rubber con muy buen agarre en mojado. Cruza running cómodo con uso urbano diario.,
24,2,AR,Adidas Adizero SL,adidas adizero sl,Adizero,Adizero,SL,ADIZERO-024,966T7209-246,2024-10-12,,footwear,tempo/race,running,road running,daily running,unisex,adult,performance,performance runner,,,https://www.adidas.com.ar/p/adidas-adizero-sl,https://cdn.demo-intel.local/img/adidas-adizero-sl.jpg,"Zapatilla liviana de ritmo con Lightstrike 2.0 en toda la entresuela y una capa superior de Lightstrike Pro en la versión larga. Pensada para series, fartlek y rodajes rápidos sin placa de carbono. Upper minimalista de malla perforada.",
25,2,AR,Adidas Adizero Adios Pro 3,adidas adizero adios pro 3,Adizero,Adizero Adios Pro,3,ADIZERO-025,729E3467-897,2024-09-01,,footwear,tempo/race,running,road running,race day,unisex,adult,performance,performance runner,620000.0,,https://www.adidas.com.ar/p/adidas-adizero-adios-pro-3,https://cdn.demo-intel.local/img/adidas-adizero-adios-pro-3.jpg,"Zapatilla de competencia con varillas EnergyRods de carbono que imitan la estructura de los metatarsos y entresuela de Lightstrike Pro. Diseñada para maratón y récords, con suela Continental de contacto reducido. Requiere cierta técnica de carrera para aprovecharla.",
26,2,AR,Adidas Samba OG,adidas samba og,Samba,Samba,OG,SAMBA-026,814Y6446-974,2024-02-01,,footwear,court lifestyle,lifestyle,street style,lifestyle,unisex,adult,lifestyle,sneaker enthusiast,230000.0,,https://www.adidas.com.ar/p/adidas-samba-og,https://cdn.demo-intel.local/img/adidas-samba-og.jpg,"Botita baja de fútbol sala de los años 50 convertida en el modelo lifestyle más pedido de la marca. Cuero premium, tres tiras en serraje y puntera en T con suela de goma color goma. Perfil bajo y silueta angosta, muy asociada a la moda actual.",
27,2,AR,Adidas Gazelle,adidas gazelle,Gazelle,Gazelle,,GAZELLE-027,504T9556-131,2024-04-15,,footwear,retro lifestyle,lifestyle,street style,lifestyle,unisex,adult,lifestyle,urban casual,180000.0,,https://www.adidas.com.ar/p/adidas-gazelle,https://cdn.demo-intel.local/img/adidas-gazelle.jpg,"Clásico de entrenamiento de los 60 en gamuza suave con las tres tiras contrastantes y lengüeta fina. Suela de goma delgada, sin amortiguación moderna, con calce chato y ancho angosto. Es la alternativa más colorida dentro del retro de Adidas.",
28,2,AR,Adidas Campus 00s,adidas campus 00s,Campus,Campus,00s,CAMPUS-028,944P3770-444,2025-05-20,,footwear,retro lifestyle,lifestyle,street style,lifestyle,unisex,adult,lifestyle,sneaker enthusiast,220000.0,,https://www.adidas.com.ar/p/adidas-campus-00s,https://cdn.demo-intel.local/img/adidas-campus-00s.jpg,"Reinterpretación inflada del Campus clásico, con gamuza gruesa, lengüeta alta y suela de goma sobredimensionada. El calce es voluminoso y el perfil chunky, alineado al gusto Y2K. Muy rotativa en colorways de temporada.",
29,2,AR,Adidas Predator 24 Elite FG,adidas predator 24 elite fg,Predator,Predator,24,PREDATOR-029,393N9617-686,2025-05-10,,footwear,firm ground boot,football,football 11,football,men,adult,performance,amateur footballer,350000.0,,https://www.adidas.com.ar/p/adidas-predator-24-elite-fg,https://cdn.demo-intel.local/img/adidas-predator-24-elite-fg.jpg,Botín de control con elementos de goma HybridTouch en el empeine que aumentan la fricción sobre la pelota en pases largos y tiros libres. Chasis Controlframe 360 liviano y calce con lengüeta elástica. Histórico favorito de mediocampistas y pateadores.,
30,5,AR,New Balance 880v14,new balance 880v14,880,880,v14,880-030,345L1547-832,2025-02-05,,footwear,neutral cushioning,running,road running,daily running,men,adult,performance,recreational runner,280000.0,,https://www.new.com.ar/p/new-balance-880v14,https://cdn.demo-intel.local/img/new-balance-880v14.jpg,"Caballo de batalla neutro con doble capa de Fresh Foam X que equilibra suavidad y respuesta. Horma disponible en varios anchos, algo poco común en el segmento. Suela de goma de contacto amplio, muy durable para rodaje diario.",
31,5,AR,New Balance 1080v13,new balance 1080v13,1080,1080,v13,1080-031,422A2331-112,2024-08-20,,footwear,high cushioning,running,road running,daily running,unisex,adult,performance,recreational runner,370000.0,,https://www.new.com.ar/p/new-balance-1080v13,https://cdn.demo-intel.local/img/new-balance-1080v13.jpg,Buque insignia de amortiguación con Fresh Foam X moldeada por datos y upper Hypoknit elástico. Stack alto con rocker suave que facilita el rodado en rodajes largos. Confort de calzado premium con peso contenido.,
32,5,AR,New Balance Fresh Foam X More v4,new balance fresh foam x more v4,Fresh Foam X More,More,v4,FRESH-FOAM-X-032,360T4462-435,2024-12-15,,footwear,high cushioning,running,road running,daily running,unisex,adult,performance,recreational runner,340000.0,,https://www.new.com.ar/p/new-balance-fresh-foam-x-more-v4,https://cdn.demo-intel.local/img/new-balance-fresh-foam-x-more-v4.jpg,Máximo stack de la línea: una plataforma enorme de Fresh Foam X pensada para caminar mucho o correr suave con protección extrema. El rocker pronunciado compensa la altura y evita que se sienta torpe. Popular entre quienes pasan muchas horas de pie.,
33,5,AR,New Balance 550,new balance 550,550,550,,550-033,907E1059-129,,,footwear,court lifestyle,lifestyle,street style,lifestyle,unisex,adult,lifestyle,sneaker enthusiast,250000.0,,https://www.new.com.ar/p/new-balance-550,https://cdn.demo-intel.local/img/new-balance-550.jpg,"Rescate de un modelo de básquet de 1989, con cuero en paneles, perforaciones y una N lateral grande. Perfil bajo y suela de goma vintage con costados rectos. Se volvió un básico del guardarropa sneaker por su versatilidad.",
34,5,AR,New Balance 9060,new balance 9060,9060,9060,,9060-034,796W7847-537,2024-06-30,,footwear,sportswear cushioning,lifestyle,street style,lifestyle,unisex,adult,lifestyle,sneaker enthusiast,330000.0,,https://www.new.com.ar/p/new-balance-9060,https://cdn.demo-intel.local/img/new-balance-9060.jpg,,
35,5,AR,New Balance FuelCell Rebel v4,new balance fuelcell rebel v4,FuelCell Rebel,FuelCell Rebel,v4,FUELCELL-REB-035,714Y5204-490,2026-06-18,,footwear,tempo/race,running,road running,daily running,unisex,adult,performance,performance runner,300000.0,,https://www.new.com.ar/p/new-balance-fuelcell-rebel-v4,https://cdn.demo-intel.local/img/new-balance-fuelcell-rebel-v4.jpg,"Zapatilla liviana y rebotona con FuelCell de alto retorno, sin placa, orientada a entrenamientos rápidos. El recorte lateral de la entresuela reduce peso y el upper es casi transparente. Se banca desde series cortas hasta medio maratón.",
36,3,AR,Puma Deviate Nitro 3,puma deviate nitro 3,Deviate Nitro,Deviate Nitro,3,DEVIATE-NITR-036,579P9390-918,2026-06-10,,footwear,tempo/race,running,road running,daily running,unisex,adult,performance,performance runner,330000.0,,https://www.puma.com.ar/p/puma-deviate-nitro-3,https://cdn.demo-intel.local/img/puma-deviate-nitro-3.jpg,"Entrenador rápido con placa PWRPLATE de carbono entre dos capas de NITROFOAM Elite, pensado para rodajes con ritmo y series largas. La suela PUMAGRIP sostiene el agarre incluso con piso mojado. Suficiente amortiguación para usarla como zapatilla principal.",
37,3,AR,Puma Velocity Nitro 3,puma velocity nitro 3,Velocity Nitro,Velocity Nitro,3,VELOCITY-NIT-037,133T9490-997,2024-09-12,,footwear,neutral cushioning,running,road running,daily running,unisex,adult,performance,recreational runner,260000.0,,https://www.puma.com.ar/p/puma-velocity-nitro-3,https://cdn.demo-intel.local/img/puma-velocity-nitro-3.jpg,"Entrenador diario neutro con NITROFOAM inyectado con nitrógeno, liviano y con buena respuesta para su precio. Incorpora tecnología PUMAGRIP y un upper de malla ingenierizada transpirable. Es la opción todo terreno del line-up de running de Puma.",
38,3,AR,Puma Palermo,puma palermo,Palermo,Palermo,,PALERMO-038,380B6684-805,2025-11-05,,footwear,retro lifestyle,lifestyle,street style,lifestyle,unisex,adult,lifestyle,sneaker enthusiast,200000.0,,https://www.puma.com.ar/p/puma-palermo,https://cdn.demo-intel.local/img/puma-palermo.jpg,"Recuperación de un modelo de terraza de los 80 en gamuza, con formstrip lateral y lengüeta acolchada. Suela de goma delgada con perfil bajo, en la misma familia estética que Samba y Gazelle. Se volvió el motor del revival retro de Puma.",
39,3,AR,Puma Suede Classic XXI,puma suede classic xxi,Suede,Suede,Classic XXI,SUEDE-039,161H5905-134,2023-11-01,,footwear,retro lifestyle,lifestyle,street style,casual,unisex,adult,lifestyle,urban casual,,,https://www.puma.com.ar/p/puma-suede-classic-xxi,https://cdn.demo-intel.local/img/puma-suede-classic-xxi.jpg,"El clásico de gamuza de 1968 con formstrip curvo y suela de goma, actualizado con plantilla SoftFoam+. Silueta simple, chata y accesible, muy asociada a la cultura del hip hop y el skate. Sigue siendo el modelo más vendido históricamente de la marca.",
40,3,AR,Puma Future 8 Ultimate FG,puma future 8 ultimate fg,Future,Future,8,FUTURE-040,100Q8182-134,2025-06-20,,footwear,firm ground boot,football,football 11,football,men,adult,performance,amateur footballer,320000.0,,https://www.puma.com.ar/p/puma-future-8-ultimate-fg,https://cdn.demo-intel.local/img/puma-future-8-ultimate-fg.jpg,Botín de agilidad con sistema de ajuste FUZIONFIT+ que combina zonas compresivas y elásticas para adaptarse a distintos anchos de pie. Suela Dynamic Motion System con tacos pensados para giros rápidos. Upper texturizado para control en velocidad.,
41,3,AR,Puma MB.04,puma mb.04,MB,MB,04,MB-041,885Q2127-835,2026-03-01,,footwear,basketball,basketball,basketball court,basketball,unisex,adult,performance,court athlete,280000.0,,https://www.puma.com.ar/p/puma-mb-04,https://cdn.demo-intel.local/img/puma-mb-04.jpg,,
42,6,AR,Under Armour HOVR Machina 3,under armour hovr machina 3,HOVR Machina,HOVR Machina,3,HOVR-MACHINA-042,812B6570-324,2024-07-10,,footwear,high cushioning,running,road running,daily running,men,adult,performance,recreational runner,265000.0,,https://www.under.com.ar/p/under-armour-hovr-machina-3,https://cdn.demo-intel.local/img/under-armour-hovr-machina-3.jpg,Entrenador diario con espuma HOVR envuelta en una malla Energy Web que controla la compresión y devuelve energía. Incluye sensor conectado que registra métricas de carrera sin necesidad de reloj. Placa Pebax en el antepié para una transición más rápida.,
43,6,AR,Under Armour Flow Velociti 3,under armour flow velociti 3,Flow Velociti,Flow Velociti,3,FLOW-VELOCIT-043,200A4644-610,2025-02-28,,footwear,neutral cushioning,running,road running,daily running,unisex,adult,performance,performance runner,300000.0,,https://www.under.com.ar/p/under-armour-flow-velociti-3,https://cdn.demo-intel.local/img/under-armour-flow-velociti-3.jpg,"Usa tecnología UA Flow: la entresuela es también la suela, sin capa de goma, lo que reduce peso y hace la pisada muy silenciosa. Upper Warp con cables integrados que sujetan el mediopié. Rápida y liviana para rodajes con cambios de ritmo.",
44,6,AR,Under Armour Curry 12,under armour curry 12,Curry,Curry,12,CURRY-044,816M3828-516,2025-05-25,,footwear,basketball,basketball,basketball court,basketball,unisex,adult,performance,court athlete,330000.0,,https://www.under.com.ar/p/under-armour-curry-12,https://cdn.demo-intel.local/img/under-armour-curry-12.jpg,Zapatilla de básquet de perfil bajo con espuma UA Flow que da tracción directa sin goma y permite frenar en seco. Diseñada alrededor del juego de tiro exterior y los cortes rápidos. Upper liviano con soporte lateral reforzado en el mediopié.,
45,6,AR,Under Armour Project Rock BSR 4,under armour project rock bsr 4,Project Rock,Project Rock,BSR 4,PROJECT-ROCK-045,174S6015-461,2024-10-20,,footwear,training,training,gym,gym/training,unisex,adult,performance,fitness enthusiast,230000.0,,https://www.under.com.ar/p/under-armour-project-rock-bsr-4,https://cdn.demo-intel.local/img/under-armour-project-rock-bsr-4.jpg,,
