id,product_id,retailer_id,observed_at,full_price,current_price,discount_pct,currency
96,22,2,2026-06-15,246600,246600,0.0,ARS
97,22,2,2026-07-15,255900,255900,0.0,ARS
98,22,2,2026-08-15,265200,248100,6.45,ARS
99,23,2,2026-06-15,360500,342500,4.99,ARS
100,23,2,2026-07-15,374000,335300,10.35,ARS
101,23,2,2026-08-15,387600,350600,9.55,ARS
102,24,2,2026-06-15,227700,186700,18.01,ARS
103,24,2,2026-07-15,236200,180800,23.45,ARS
104,24,2,2026-08-15,244800,180300,26.35,ARS
105,25,2,2026-08-15,632400,485800,23.18,ARS
106,26,2,2026-06-15,218200,178900,18.01,ARS
107,26,2,2026-07-15,226400,174300,23.01,ARS
108,26,2,2026-08-15,234600,164800,29.75,ARS
109,27,2,2026-06-15,170700,157000,8.03,ARS
110,27,2,2026-07-15,177200,166300,6.15,ARS
111,27,2,2026-08-15,183600,168600,8.17,ARS
112,28,2,2026-06-15,208700,183700,11.98,ARS
113,28,2,2026-07-15,216500,179700,17.0,ARS
114,28,2,2026-08-15,224400,177100,21.08,ARS
115,29,2,2026-06-15,332000,305400,8.01,ARS
116,29,2,2026-07-15,344500,296700,13.88,ARS
117,29,2,2026-08-15,357000,309100,13.42,ARS
118,30,2,2026-06-15,265600,265600,0.0,ARS
119,30,2,2026-07-15,275600,268000,2.76,ARS
120,30,2,2026-08-15,285600,265500,7.04,ARS
121,31,2,2026-06-15,351000,287800,18.01,ARS
122,31,2,2026-07-15,364200,300400,17.52,ARS
123,31,2,2026-08-15,377400,300100,20.48,ARS
124,32,2,2026-08-15,346800,257000,25.89,ARS
125,33,2,2026-06-15,237200,201600,15.01,ARS
126,33,2,2026-07-15,246100,200100,18.69,ARS
127,33,2,2026-08-15,255000,207500,18.63,ARS
128,34,2,2026-06-15,313000,219100,30.0,ARS
129,34,2,2026-07-15,324800,216100,33.47,ARS
130,34,2,2026-08-15,336600,221100,34.31,ARS
131,35,2,2026-08-15,306000,228100,25.46,ARS
132,36,2,2026-06-15,313000,313000,0.0,ARS
133,36,2,2026-07-15,324800,324800,0.0,ARS
134,36,2,2026-08-15,336600,330700,1.75,ARS
135,37,2,2026-06-15,246600,209600,15.0,ARS
136,37,2,2026-07-15,255900,222500,13.05,ARS
137,37,2,2026-08-15,265200,215900,18.59,ARS
138,38,2,2026-06-15,189700,189700,0.0,ARS
139,38,2,2026-07-15,196900,190700,3.15,ARS
140,38,2,2026-08-15,204000,181400,11.08,ARS
141,39,2,2026-08-15,122400,97800,20.1,ARS
142,40,2,2026-06-15,303600,279300,8.0,ARS
143,40,2,2026-07-15,315000,279000,11.43,ARS
144,40,2,2026-08-15,326400,272300,16.57,ARS
145,42,2,2026-06-15,251400,188600,24.98,ARS
146,42,2,2026-07-15,260800,196700,24.58,ARS
147,42,2,2026-08-15,270300,178100,34.11,ARS
148,43,2,2026-06-15,284600,199200,30.01,ARS
149,43,2,2026-07-15,295300,189300,35.9,ARS
150,43,2,2026-08-15,306000,191900,37.29,ARS
151,44,2,2026-06-15,313000,219100,30.0,ARS
152,44,2,2026-07-15,324800,208900,35.68,ARS
153,44,2,2026-08-15,336600,220400,34.52,ARS
154,1,3,2026-06-15,262400,223000,15.02,ARS
155,1,3,2026-07-15,272300,224700,17.48,ARS
156,1,3,2026-08-15,282200,232400,17.65,ARS
157,2,3,2026-06-15,303800,303800,0.0,ARS
158,2,3,2026-07-15,315300,252200,20.01,ARS
159,2,3,2026-08-15,326700,212400,34.99,ARS
160,3,3,2026-06-15,267000,218900,18.01,ARS
161,3,3,2026-07-15,277100,222400,19.74,ARS
162,3,3,2026-08-15,287100,226900,20.97,ARS
163,4,3,2026-06-15,331500,248600,25.01,ARS
164,4,3,2026-07-15,343900,258200,24.92,ARS
165,4,3,2026-08-15,356400,257400,27.78,ARS
166,7,3,2026-06-15,193300,145000,24.99,ARS
167,7,3,2026-07-15,200600,139400,30.51,ARS
168,7,3,2026-08-15,207900,138600,33.33,ARS
169,8,3,2026-06-15,267000,253600,5.02,ARS
170,8,3,2026-07-15,277100,250600,9.56,ARS
171,8,3,2026-08-15,287100,258800,9.86,ARS
172,9,3,2026-06-15,221000,176800,20.0,ARS
173,9,3,2026-07-15,229300,176500,23.03,ARS
174,9,3,2026-08-15,237600,167600,29.46,ARS
175,11,3,2026-06-15,349900,262400,25.01,ARS
176,11,3,2026-07-15,363000,250800,30.91,ARS
177,11,3,2026-08-15,376200,276800,26.42,ARS
178,13,3,2026-06-15,248600,228700,8.0,ARS
179,13,3,2026-07-15,257900,228400,11.44,ARS
180,13,3,2026-08-15,267300,222700,16.69,ARS
181,15,3,2026-06-15,230200,172600,25.02,ARS
182,15,3,2026-07-15,238800,179500,24.83,ARS
183,16,3,2026-06-15,276200,193300,30.01,ARS
184,16,3,2026-07-15,286600,186000,35.1,ARS
185,16,3,2026-08-15,297000,195700,34.11,ARS
186,17,3,2026-06-15,349900,279900,20.01,ARS
187,17,3,2026-07-15,363000,348500,3.99,ARS
188,17,3,2026-08-15,376200,357400,5.0,ARS
189,18,3,2026-06-15,368300,331500,9.99,ARS
190,18,3,2026-07-15,382100,344900,9.74,ARS
191,18,3,2026-08-15,396000,310200,21.67,ARS
192,19,3,2026-06-15,248600,211300,15.0,ARS
193,19,3,2026-07-15,257900,220700,14.42,ARS
194,19,3,2026-08-15,267300,202800,24.13,ARS
195,21,3,2026-06-15,313000,313000,0.0,ARS
196,21,3,2026-07-15,324800,312800,3.69,ARS
197,21,3,2026-08-15,336600,327400,2.73,ARS
198,22,3,2026-06-15,239400,239400,0.0,ARS
199,22,3,2026-07-15,248400,241000,2.98,ARS
200,22,3,2026-08-15,257400,229000,11.03,ARS
201,23,3,2026-06-15,349900,349900,0.0,ARS
202,23,3,2026-07-15,363000,363000,0.0,ARS
203,23,3,2026-08-15,376200,368900,1.94,ARS
204,24,3,2026-08-15,237600,202700,14.69,ARS
205,25,3,2026-06-15,570800,570800,0.0,ARS
206,25,3,2026-07-15,592300,574700,2.97,ARS
207,25,3,2026-08-15,613800,599700,2.3,ARS
208,26,3,2026-06-15,211800,173700,17.99,ARS
209,26,3,2026-07-15,219700,175700,20.03,ARS
210,26,3,2026-08-15,227700,161900,28.9,ARS
211,27,3,2026-06-15,165700,165700,0.0,ARS
212,27,3,2026-07-15,172000,166200,3.37,ARS
213,27,3,2026-08-15,178200,164300,7.8,ARS
214,28,3,2026-08-15,217800,157000,27.92,ARS
215,29,3,2026-06-15,322200,241600,25.02,ARS
216,29,3,2026-07-15,334400,236800,29.19,ARS
217,29,3,2026-08-15,346500,255200,26.35,ARS
218,30,3,2026-06-15,257800,257800,0.0,ARS
219,30,3,2026-07-15,267500,267500,0.0,ARS
220,30,3,2026-08-15,277200,261100,5.81,ARS
221,31,3,2026-06-15,340700,299800,12.0,ARS
222,31,3,2026-07-15,353500,313400,11.34,ARS
223,31,3,2026-08-15,366300,301900,17.58,ARS
224,32,3,2026-06-15,313000,256700,17.99,ARS
225,32,3,2026-07-15,324800,253900,21.83,ARS
226,32,3,2026-08-15,336600,270800,19.55,ARS
227,33,3,2026-08-15,247500,195400,21.05,ARS
228,35,3,2026-06-15,276200,276200,0.0,ARS
229,35,3,2026-07-15,286600,270200,5.72,ARS
230,35,3,2026-08-15,297000,268900,9.46,ARS
231,36,3,2026-06-15,303800,249100,18.01,ARS
232,36,3,2026-07-15,315300,240100,23.85,ARS
233,36,3,2026-08-15,326700,237400,27.33,ARS
234,37,3,2026-06-15,239400,210700,11.99,ARS
235,37,3,2026-07-15,248400,208300,16.14,ARS
236,37,3,2026-08-15,257400,206400,19.81,ARS
237,38,3,2026-08-15,198000,160400,18.99,ARS
238,39,3,2026-06-15,110500,105000,4.98,ARS
239,39,3,2026-07-15,114600,110300,3.75,ARS
240,39,3,2026-08-15,118800,104700,11.87,ARS
241,41,3,2026-06-15,257800,180500,29.98,ARS
242,41,3,2026-07-15,267500,176400,34.06,ARS
243,41,3,2026-08-15,277200,181200,34.63,ARS
244,42,3,2026-06-15,244000,183000,25.0,ARS
245,42,3,2026-07-15,253200,193800,23.46,ARS
246,42,3,2026-08-15,262400,177100,32.51,ARS
247,44,3,2026-06-15,303800,303800,0.0,ARS
248,44,3,2026-07-15,315300,306100,2.92,ARS
249,44,3,2026-08-15,326700,290600,11.05,ARS
250,45,3,2026-06-15,211800,211800,0.0,ARS
251,45,3,2026-07-15,219700,207800,5.42,ARS
252,45,3,2026-08-15,227700,226100,0.7,ARS
253,1,4,2026-06-15,262400,230900,12.0,ARS
254,1,4,2026-07-15,272300,272300,0.0,ARS
255,1,4,2026-08-15,282200,282200,0.0,ARS
256,3,4,2026-06-15,267000,227000,14.98,ARS
257,3,4,2026-07-15,277100,230400,16.85,ARS
258,3,4,2026-08-15,287100,219900,23.41,ARS
259,13,4,2026-06-15,248600,223700,10.02,ARS
260,13,4,2026-07-15,257900,218100,15.43,ARS
261,13,4,2026-08-15,267300,212100,20.65,ARS
262,16,4,2026-06-15,276200,276200,0.0,ARS
263,16,4,2026-07-15,286600,275100,4.01,ARS
264,16,4,2026-08-15,297000,282200,4.98,ARS
265,17,4,2026-06-15,349900,321900,8.0,ARS
266,17,4,2026-07-15,363000,320000,11.85,ARS
267,17,4,2026-08-15,376200,327400,12.97,ARS
268,18,4,2026-06-15,368300,324100,12.0,ARS
269,18,4,2026-07-15,382100,315900,17.33,ARS
270,18,4,2026-08-15,396000,340900,13.91,ARS
271,19,4,2026-06-15,248600,228700,8.0,ARS
272,19,4,2026-07-15,257900,237000,8.1,ARS
273,19,4,2026-08-15,267300,238200,10.89,ARS
274,20,4,2026-06-15,303800,303800,0.0,ARS
275,20,4,2026-07-15,315300,315300,0.0,ARS
276,20,4,2026-08-15,326700,319000,2.36,ARS
277,22,4,2026-06-15,239400,239400,0.0,ARS
278,22,4,2026-07-15,248400,241700,2.7,ARS
279,22,4,2026-08-15,257400,254800,1.01,ARS
280,23,4,2026-06-15,349900,307900,12.0,ARS
281,23,4,2026-07-15,363000,318400,12.29,ARS
282,23,4,2026-08-15,376200,317800,15.52,ARS
283,24,4,2026-06-15,221000,181200,18.01,ARS
284,24,4,2026-07-15,229300,180200,21.41,ARS
285,24,4,2026-08-15,237600,169400,28.7,ARS
286,29,4,2026-06-15,322200,322200,0.0,ARS
287,29,4,2026-07-15,334400,326400,2.39,ARS
288,29,4,2026-08-15,346500,339000,2.16,ARS
289,30,4,2026-06-15,257800,232000,10.01,ARS
290,30,4,2026-07-15,267500,235600,11.93,ARS
291,30,4,2026-08-15,277200,236700,14.61,ARS
292,31,4,2026-06-15,340700,340700,0.0,ARS
293,31,4,2026-07-15,353500,338400,4.27,ARS
294,31,4,2026-08-15,366300,333600,8.93,ARS
295,32,4,2026-06-15,313000,234800,24.98,ARS
296,32,4,2026-07-15,324800,244000,24.88,ARS
297,32,4,2026-08-15,336600,222500,33.9,ARS
298,35,4,2026-06-15,276200,262400,5.0,ARS
299,35,4,2026-07-15,286600,257400,10.19,ARS
300,35,4,2026-08-15,297000,257500,13.3,ARS
301,36,4,2026-06-15,303800,243000,20.01,ARS
302,36,4,2026-07-15,315300,253700,19.54,ARS
303,36,4,2026-08-15,326700,223900,31.47,ARS
304,37,4,2026-06-15,239400,203500,15.0,ARS
305,37,4,2026-07-15,248400,210700,15.18,ARS
306,37,4,2026-08-15,257400,193900,24.67,ARS
307,40,4,2026-06-15,294600,259200,12.02,ARS
308,40,4,2026-07-15,305700,272800,10.76,ARS
309,40,4,2026-08-15,316800,242500,23.45,ARS
310,42,4,2026-06-15,244000,244000,0.0,ARS
311,42,4,2026-07-15,253200,253200,0.0,ARS
312,42,4,2026-08-15,262400,247000,5.87,ARS
313,43,4,2026-06-15,276200,276200,0.0,ARS
314,43,4,2026-07-15,286600,280300,2.2,ARS
315,43,4,2026-08-15,297000,282200,4.98,ARS
316,45,4,2026-06-15,211800,201200,5.0,ARS
317,45,4,2026-07-15,219700,201300,8.38,ARS
318,45,4,2026-08-15,227700,208300,8.52,ARS
319,1,5,2026-06-15,270400,229800,15.01,ARS
320,1,5,2026-07-15,280500,230000,18.0,ARS
321,1,5,2026-08-15,290700,197700,31.99,ARS
322,2,5,2026-06-15,313000,266000,15.02,ARS
323,2,5,2026-07-15,324800,282200,13.12,ARS
324,2,5,2026-08-15,336600,266500,20.83,ARS
325,7,5,2026-06-15,199200,175300,12.0,ARS
326,7,5,2026-07-15,206700,177300,14.22,ARS
327,7,5,2026-08-15,214200,175100,18.25,ARS
328,8,5,2026-06-15,275100,275100,0.0,ARS
329,8,5,2026-07-15,285400,278800,2.31,ARS
330,8,5,2026-08-15,295800,282500,4.5,ARS
331,9,5,2026-06-15,227700,204900,10.01,ARS
332,9,5,2026-07-15,236200,209000,11.52,ARS
333,9,5,2026-08-15,244800,218500,10.74,ARS
334,11,5,2026-06-15,360500,295600,18.0,ARS
335,11,5,2026-07-15,374000,308500,17.51,ARS
336,11,5,2026-08-15,387600,273600,29.41,ARS
337,14,5,2026-06-15,199200,169300,15.01,ARS
338,14,5,2026-07-15,206700,178700,13.55,ARS
339,16,5,2026-06-15,284600,241900,15.0,ARS
340,16,5,2026-07-15,295300,253200,14.26,ARS
341,16,5,2026-08-15,306000,257700,15.78,ARS
342,17,5,2026-06-15,360500,360500,0.0,ARS
343,17,5,2026-07-15,374000,369400,1.23,ARS
344,17,5,2026-08-15,387600,373800,3.56,ARS
345,19,5,2026-06-15,256100,225400,11.99,ARS
346,19,5,2026-07-15,265800,232900,12.38,ARS
347,19,5,2026-08-15,275400,209400,23.97,ARS
348,22,5,2026-06-15,246600,197300,19.99,ARS
349,22,5,2026-07-15,255900,220100,13.99,ARS
350,22,5,2026-08-15,265200,212200,19.98,ARS
351,23,5,2026-06-15,360500,317200,12.01,ARS
352,23,5,2026-07-15,374000,330700,11.58,ARS
353,23,5,2026-08-15,387600,333800,13.88,ARS
354,26,5,2026-06-15,218200,174600,19.98,ARS
355,26,5,2026-07-15,226400,172200,23.94,ARS
356,26,5,2026-08-15,234600,161100,31.33,ARS
357,27,5,2026-06-15,170700,162200,4.98,ARS
358,27,5,2026-07-15,177200,165700,6.49,ARS
359,27,5,2026-08-15,183600,174100,5.17,ARS
360,28,5,2026-06-15,208700,171100,18.02,ARS
361,28,5,2026-07-15,216500,170800,21.11,ARS
362,28,5,2026-08-15,224400,169900,24.29,ARS
363,30,5,2026-06-15,265600,199200,25.0,ARS
364,30,5,2026-07-15,275600,202400,26.56,ARS
365,30,5,2026-08-15,285600,182900,35.96,ARS
366,33,5,2026-06-15,237200,194500,18.0,ARS
367,33,5,2026-07-15,246100,188600,23.36,ARS
368,33,5,2026-08-15,255000,186200,26.98,ARS
369,34,5,2026-08-15,336600,242500,27.96,ARS
370,35,5,2026-08-15,306000,210300,31.27,ARS
371,36,5,2026-06-15,313000,219100,30.0,ARS
372,36,5,2026-07-15,324800,233200,28.2,ARS
373,36,5,2026-08-15,336600,219500,34.79,ARS
374,38,5,2026-06-15,189700,166900,12.02,ARS
375,38,5,2026-07-15,196900,168100,14.63,ARS
376,38,5,2026-08-15,204000,158400,22.35,ARS
377,43,5,2026-08-15,306000,264600,13.53,ARS
378,44,5,2026-06-15,313000,219100,30.0,ARS
379,44,5,2026-07-15,324800,228300,29.71,ARS
380,44,5,2026-08-15,336600,229700,31.76,ARS
381,7,6,2026-06-15,201200,181100,9.99,ARS
382,7,6,2026-07-15,208700,178400,14.52,ARS
383,7,6,2026-08-15,216300,184500,14.7,ARS
384,8,6,2026-06-15,277800,194500,29.99,ARS
385,8,6,2026-07-15,288200,190300,33.97,ARS
386,8,6,2026-08-15,298700,191900,35.75,ARS
387,9,6,2026-06-15,229900,229900,0.0,ARS
388,9,6,2026-07-15,238500,235800,1.13,ARS
389,9,6,2026-08-15,247200,222000,10.19,ARS
390,10,6,2026-06-15,249100,236600,5.02,ARS
391,10,6,2026-07-15,258400,249500,3.44,ARS
392,10,6,2026-08-15,267800,232500,13.18,ARS
393,14,6,2026-06-15,201200,191100,5.02,ARS
394,14,6,2026-07-15,208700,197800,5.22,ARS
395,14,6,2026-08-15,216300,191100,11.65,ARS
396,15,6,2026-06-15,239500,179600,25.01,ARS
397,15,6,2026-07-15,248500,185200,25.47,ARS
398,15,6,2026-08-15,257500,175000,32.04,ARS
399,16,6,2026-06-15,287400,215600,24.98,ARS
400,16,6,2026-07-15,298200,213000,28.57,ARS
401,16,6,2026-08-15,309000,196300,36.47,ARS
402,19,6,2026-06-15,258600,206900,19.99,ARS
403,19,6,2026-07-15,268400,215900,19.56,ARS
404,19,6,2026-08-15,278100,208800,24.92,ARS
405,22,6,2026-06-15,249100,219200,12.0,ARS
406,22,6,2026-07-15,258400,230800,10.68,ARS
407,22,6,2026-08-15,267800,211300,21.1,ARS
408,26,6,2026-06-15,220300,202700,7.99,ARS
409,26,6,2026-07-15,228600,206600,9.62,ARS
410,26,6,2026-08-15,236900,205300,13.34,ARS
411,27,6,2026-06-15,172400,163800,4.99,ARS
412,27,6,2026-07-15,178900,164500,8.05,ARS
413,27,6,2026-08-15,185400,166900,9.98,ARS
414,28,6,2026-06-15,210700,189600,10.01,ARS
415,28,6,2026-07-15,218700,188500,13.81,ARS
416,28,6,2026-08-15,226600,200800,11.39,ARS
417,30,6,2026-06-15,268200,187700,30.01,ARS
418,30,6,2026-07-15,278300,182700,34.35,ARS
419,30,6,2026-08-15,288400,184400,36.06,ARS
420,33,6,2026-06-15,239500,220300,8.02,ARS
421,33,6,2026-07-15,248500,227500,8.45,ARS
422,33,6,2026-08-15,257500,217900,15.38,ARS
423,34,6,2026-06-15,316100,316100,0.0,ARS
424,34,6,2026-07-15,328000,328000,0.0,ARS
425,34,6,2026-08-15,339900,309700,8.88,ARS
426,37,6,2026-07-15,258400,182000,29.57,ARS
427,37,6,2026-08-15,267800,171900,35.81,ARS
428,38,6,2026-06-15,191600,134100,30.01,ARS
429,38,6,2026-07-15,198800,140200,29.48,ARS
430,38,6,2026-08-15,206000,135600,34.17,ARS
431,39,6,2026-06-15,114900,105700,8.01,ARS
432,39,6,2026-07-15,119300,108000,9.47,ARS
433,39,6,2026-08-15,123600,104300,15.61,ARS
434,1,7,2026-06-15,275700,275700,0.0,ARS
435,1,7,2026-07-15,286000,273400,4.41,ARS
436,1,7,2026-08-15,296400,287500,3.0,ARS
437,7,7,2026-06-15,203100,162500,19.99,ARS
438,7,7,2026-07-15,210800,163900,22.25,ARS
439,7,7,2026-08-15,218400,167800,23.17,ARS
440,9,7,2026-06-15,232100,208900,10.0,ARS
441,9,7,2026-07-15,240900,205600,14.65,ARS
442,9,7,2026-08-15,249600,221000,11.46,ARS
443,13,7,2026-06-15,261100,248000,5.02,ARS
444,13,7,2026-07-15,271000,245700,9.34,ARS
445,13,7,2026-08-15,280800,252500,10.08,ARS
446,16,7,2026-06-15,290200,232200,19.99,ARS
447,16,7,2026-07-15,301100,241600,19.76,ARS
448,16,7,2026-08-15,312000,243400,21.99,ARS
449,19,7,2026-06-15,261100,261100,0.0,ARS
450,19,7,2026-07-15,271000,271000,0.0,ARS
451,19,7,2026-08-15,280800,260100,7.37,ARS
452,22,7,2026-06-15,251500,251500,0.0,ARS
453,22,7,2026-07-15,260900,260900,0.0,ARS
454,22,7,2026-08-15,270400,267400,1.11,ARS
455,26,7,2026-06-15,222500,211400,4.99,ARS
456,26,7,2026-07-15,230800,215100,6.8,ARS
457,26,7,2026-08-15,239200,222600,6.94,ARS
458,27,7,2026-06-15,174100,174100,0.0,ARS
459,27,7,2026-07-15,180600,176800,2.1,ARS
460,27,7,2026-08-15,187200,187100,0.05,ARS
461,30,7,2026-06-15,270800,270800,0.0,ARS
462,30,7,2026-07-15,281000,271200,3.49,ARS
463,30,7,2026-08-15,291200,264100,9.31,ARS
464,36,7,2026-06-15,319200,280900,12.0,ARS
465,36,7,2026-07-15,331200,287700,13.13,ARS
466,36,7,2026-08-15,343200,271000,21.04,ARS
467,37,7,2026-06-15,251500,231400,7.99,ARS
468,37,7,2026-07-15,260900,226400,13.22,ARS
469,37,7,2026-08-15,270400,245100,9.36,ARS
470,42,7,2026-06-15,256300,205000,20.02,ARS
471,42,7,2026-07-15,266000,207000,22.18,ARS
472,42,7,2026-08-15,275600,197300,28.41,ARS
473,7,8,2026-06-15,205100,188700,8.0,ARS
474,7,8,2026-07-15,212800,187700,11.8,ARS
475,7,8,2026-08-15,220500,179600,18.55,ARS
476,9,8,2026-06-15,234400,187500,20.01,ARS
477,9,8,2026-07-15,243200,190300,21.75,ARS
478,9,8,2026-08-15,252000,187900,25.44,ARS
479,10,8,2026-06-15,253900,253900,0.0,ARS
480,10,8,2026-07-15,263400,249100,5.43,ARS
481,10,8,2026-08-15,273000,243400,10.84,ARS
482,16,8,2026-06-15,293000,234400,20.0,ARS
483,16,8,2026-07-15,304000,244200,19.67,ARS
484,16,8,2026-08-15,315000,214300,31.97,ARS
485,26,8,2026-06-15,224600,197600,12.02,ARS
486,26,8,2026-07-15,233000,208600,10.47,ARS
487,26,8,2026-08-15,241500,184300,23.69,ARS
488,27,8,2026-06-15,175800,167000,5.01,ARS
489,27,8,2026-07-15,182400,172900,5.21,ARS
490,27,8,2026-08-15,189000,157300,16.77,ARS
491,28,8,2026-06-15,214800,193300,10.01,ARS
492,28,8,2026-07-15,222900,187800,15.75,ARS
493,28,8,2026-08-15,231000,183000,20.78,ARS
494,33,8,2026-06-15,244100,170900,29.99,ARS
495,33,8,2026-07-15,253300,171100,32.45,ARS
496,33,8,2026-08-15,262500,180300,31.31,ARS
497,38,8,2026-06-15,195300,195300,0.0,ARS
498,38,8,2026-07-15,202600,202000,0.3,ARS
499,38,8,2026-08-15,210000,197500,5.95,ARS
500,39,8,2026-06-15,117200,117200,0.0,ARS
501,39,8,2026-07-15,121600,121600,0.0,ARS
502,39,8,2026-08-15,126000,111300,11.67,ARS
503,1,9,2026-06-15,145.0,145.0,0.0,USD
504,1,9,2026-07-15,145.0,145.0,0.0,USD
505,1,9,2026-08-15,145.0,136.34,5.97,USD
506,2,9,2026-06-15,165.0,151.8,8.0,USD
507,2,9,2026-07-15,165.0,149.3,9.52,USD
508,2,9,2026-08-15,165.0,144.34,12.52,USD
509,3,9,2026-06-15,150.0,127.5,15.0,USD
510,3,9,2026-07-15,150.0,125.54,16.31,USD
511,3,9,2026-08-15,150.0,121.49,19.01,USD
512,4,9,2026-06-15,190.0,161.5,15.0,USD
513,4,9,2026-07-15,190.0,163.21,14.1,USD
514,4,9,2026-08-15,190.0,151.95,20.03,USD
515,5,9,2026-06-15,185.0,151.7,18.0,USD
